Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
1318,37,56431.49,23446.97,676,12,No
1319,21,38085.61,19921.18,850,12,No
1320,45,50273.8,11222.42,650,36,Yes
1321,63,77067.09,33163.08,721,60,Yes
1322,60,51134.8,13868.37,638,36,No
1323,62,68836.86,24872.81,708,60,No
1324,45,62528.37,17099.61,671,12,No
1325,59,70650.05,32348.62,663,60,No
1326,55,87270.16,18099.3,637,36,Yes
1327,23,68846.72,6602.98,690,48,No
1328,57,62203.74,26480.02,739,36,No
1329,64,88925.6,32316.35,612,48,No
1330,64,65243.28,16579.11,677,24,Yes
1331,50,48105.79,25431.08,715,36,Yes
1332,58,70311.98,21035.45,728,60,No
1333,54,66711.83,16938.27,810,48,No
1334,32,55381.46,26726.08,721,60,No
1335,39,52236.21,13599.71,652,48,No
1336,57,55526.11,20259.96,640,36,No
1337,64,52021.66,22058.85,639,36,Yes
1338,37,56013.6,21768.71,635,60,Yes
1339,30,47358.05,13796.75,695,36,No
1340,32,65792.32,36476.84,709,60,No
1341,36,64668.02,30097.96,738,12,No
1342,44,65178.03,27923.3,727,48,No
1343,39,59064.46,31465.7,767,60,No
1344,28,57335.05,20550.09,633,48,Yes
1345,51,81630.09,17029.68,795,12,No
1346,41,61011.09,11287.71,636,48,No
1347,37,78956.5,14372.55,704,60,No
1348,43,45053.76,11887.81,666,36,Yes
1349,57,68837.67,15775.16,678,48,Yes
1350,36,48979.45,22211.81,727,48,No
1351,26,51657.72,27312.2,579,12,Yes
1352,28,53821.41,27090.83,622,24,No
1353,45,52881.02,10627.94,732,36,No
1354,38,52955.93,25513.03,680,60,No
1355,45,78259.13,29150.86,662,12,Yes
1356,32,60681.17,17966.12,602,60,Yes
1357,35,63375.83,29582.0,663,60,Yes
1358,46,53142.6,27006.4,728,48,No
1359,61,72854.09,9883.27,641,12,No
1360,46,65325.84,37533.89,775,12,No
1361,52,55366.07,14274.82,755,36,No
1362,30,36235.74,27659.36,655,24,Yes
1363,36,63244.45,27369.78,638,60,No
1364,27,68635.19,10207.9,486,36,Yes
1365,37,45317.28,21431.84,605,36,Yes
1366,43,55569.08,27271.33,600,60,Yes
1367,46,68057.41,10123.09,580,48,Yes
1368,41,36436.08,20796.93,677,48,Yes
1369,42,50267.22,27941.38,702,60,Yes
1370,27,65653.63,28457.92,807,12,No
1371,34,76575.28,16823.42,685,24,No
1372,35,92786.7,32354.95,538,48,Yes
1373,27,89379.82,30444.18,628,24,Yes
1374,29,62156.54,21929.82,723,36,No
1375,28,52736.6,14728.39,674,36,No
1376,43,73846.83,10673.19,740,60,No
1377,49,51846.11,23020.37,644,60,Yes
1378,38,48568.57,31716.1,761,60,No
1379,51,55421.01,18822.78,697,48,No
1380,50,53539.9,13127.35,699,24,Yes
1381,59,66189.46,26599.39,690,36,No
1382,55,50963.98,21396.1,626,24,Yes
1383,38,61276.83,24127.24,676,48,Yes
1384,62,83924.3,15797.77,701,24,No
1385,59,61832.11,17041.19,582,24,Yes
1386,37,82751.13,15760.03,686,60,No
1387,34,78030.85,23993.35,765,24,Yes
1388,51,68880.6,17284.83,710,24,Yes
1389,44,54687.71,24739.39,776,24,No
1390,55,75607.62,15029.03,709,12,No
1391,64,56250.38,23980.01,617,36,Yes
1392,54,59969.86,25630.25,735,36,No
1393,23,64952.98,22652.34,600,24,Yes
1394,57,59919.49,27336.35,665,60,No
1395,63,49195.98,16148.35,661,60,Yes
1396,60,37093.52,25541.14,633,60,No
1397,46,74386.99,21866.76,847,36,No
1398,43,68555.13,13522.13,675,48,Yes
1399,64,34190.84,4743.74,807,24,No
1400,59,48798.19,6454.72,704,36,Yes
1401,35,62685.98,3000.0,623,60,No
1402,24,66638.59,23409.03,651,36,Yes
1403,49,37223.2,17401.85,677,36,No
1404,42,58661.42,20697.7,656,36,Yes
1405,45,68094.82,18556.79,661,60,No
1406,33,54727.32,24653.36,720,48,Yes
1407,38,63837.44,24887.3,706,12,No
1408,53,52686.72,20343.21,728,24,Yes
1409,36,73637.95,20827.36,787,24,No
1410,62,48010.71,21146.92,647,36,No
1411,64,42868.83,31134.26,758,48,No
1412,22,60433.9,3963.21,778,60,No
1413,55,38497.11,14635.83,771,12,No
1414,62,28423.33,26922.09,557,12,Yes
1415,54,76256.03,28863.22,806,36,No
1416,50,45236.63,23417.6,635,36,Yes
1417,33,39995.23,18526.98,551,60,Yes
1418,33,47823.62,34892.48,804,60,No
1419,38,47150.24,21422.49,716,60,Yes
1420,52,57868.33,20246.29,719,36,No
1421,52,43597.7,30654.28,657,48,Yes
1422,55,67472.79,23804.41,693,36,Yes
1423,59,69693.51,27518.64,670,36,No
1424,49,40875.13,28455.78,636,12,Yes
1425,49,50728.55,17020.23,682,60,No
1426,64,52154.14,34141.85,688,24,Yes
1427,36,57524.89,3000.0,587,60,Yes
1428,64,76240.25,4162.74,684,48,No
1429,30,77104.7,14558.28,555,48,Yes
1430,50,97483.01,16613.12,814,60,No
1431,45,25959.39,22901.0,673,60,Yes
1432,59,46135.56,14484.44,605,36,No
1433,40,87210.14,19904.65,716,24,No
1434,25,32989.5,18358.86,628,36,Yes
1435,21,86868.98,36035.72,678,12,No
1436,50,62210.27,13560.19,712,12,No
1437,23,62761.99,6535.64,609,48,Yes
1438,34,40803.03,28952.0,816,48,No
1439,50,53232.55,14288.35,823,24,No
1440,24,86210.65,19266.69,643,48,No
1441,38,59284.75,14830.6,601,12,Yes
1442,57,53332.51,25897.41,643,24,Yes
1443,45,66085.79,9005.8,647,12,No
1444,21,57116.74,3000.0,758,60,No
1445,35,65177.27,30365.73,644,60,Yes
1446,29,47253.88,21979.77,599,24,Yes
1447,35,58842.71,28581.16,687,36,No
1448,44,50383.86,30097.7,576,48,Yes
1449,24,32940.5,12668.27,755,24,No
1450,32,67229.37,20485.32,722,48,Yes
1451,57,41493.41,24043.11,638,12,Yes
1452,57,57528.89,19133.66,646,36,Yes
1453,63,73891.02,17502.79,697,48,No
1454,26,37532.8,18290.79,603,60,Yes
1455,59,69070.26,28668.34,625,60,No
1456,44,55502.8,17927.9,664,12,Yes
1457,31,45502.15,24801.84,588,24,Yes
1458,33,90343.85,22775.14,648,48,No
1459,54,59991.66,12286.54,605,12,Yes
1460,45,51478.61,22415.76,780,60,Yes
1461,27,48296.81,7690.63,652,60,Yes
1462,24,73217.44,23211.47,614,60,Yes
1463,28,50819.16,27128.94,727,36,No
1464,40,71347.77,28971.31,636,36,Yes
1465,49,59962.8,12378.48,603,60,Yes
1466,30,76742.82,15710.77,742,24,No
1467,63,44361.91,22272.52,657,36,Yes
1468,54,46454.05,16192.6,739,48,No
1469,46,55784.92,4568.98,679,36,No
1470,61,57029.0,15666.43,689,48,Yes
1471,23,54681.64,22241.61,719,36,No
1472,26,99471.61,28540.23,636,60,Yes
1473,25,90948.71,33513.67,623,48,Yes
1474,25,64485.83,20999.58,764,24,No
1475,43,66254.58,24531.96,721,36,No
1476,29,56453.52,27686.27,675,36,No
1477,55,44252.62,3595.52,736,60,No
1478,40,57268.92,11846.27,718,48,Yes
1479,62,71566.77,20820.5,746,60,No
1480,55,79584.4,32447.56,600,48,Yes
1481,38,74935.63,25038.09,676,36,Yes
1482,37,37353.39,22637.6,759,36,No
1483,44,55661.58,18175.1,797,36,No
1484,23,37966.99,23414.35,642,36,Yes
1485,52,77532.65,15228.48,691,12,Yes
1486,55,53814.23,13761.37,681,36,No
1487,58,59293.35,14456.5,593,36,Yes
1488,33,67200.75,30723.85,660,48,No
1489,45,101492.1,13277.98,569,36,No
1490,29,64024.12,16809.78,668,36,No
1491,24,56425.93,23768.09,607,48,Yes
1492,34,41384.37,12958.52,692,36,Yes
1493,57,81879.59,21809.31,658,36,Yes
1494,54,57275.45,21806.43,657,60,No
1495,31,84857.14,15004.37,789,12,No
1496,61,76584.2,17929.76,685,48,Yes
1497,23,53055.66,12451.39,811,60,No
1498,48,39115.86,31062.13,711,24,No
1499,49,64088.54,22060.75,737,24,No
1500,29,50776.45,11610.86,619,12,Yes
1501,23,60590.19,21010.54,631,24,Yes
1502,45,75735.74,21372.75,681,12,No
1503,54,35196.27,3000.0,765,24,No
1504,32,63969.21,30723.55,655,24,No
1505,62,71393.94,12083.14,580,60,Yes
1506,29,72121.66,36721.72,708,24,Yes
1507,35,39546.87,26362.33,684,12,Yes
1508,60,66290.05,10985.36,641,36,No
1509,45,78053.05,17486.0,654,36,No
1510,25,65148.51,27380.95,619,36,Yes
1511,31,58264.59,18097.98,745,12,No
1512,54,77094.19,29425.9,682,12,Yes
1513,44,49585.22,16991.45,697,36,No
1514,35,37052.51,19370.68,638,24,No
1515,58,56991.03,27601.2,774,36,Yes
1516,28,68025.68,24827.13,695,48,No
1517,25,75584.05,12598.18,530,12,Yes
1518,46,67957.54,23472.41,712,48,No
1519,38,72537.32,21339.58,661,48,No
1520,26,75679.67,12706.13,669,12,No
1521,57,54909.34,8876.18,750,36,No
1522,33,57780.91,4548.93,686,60,No
1523,48,79307.52,17644.61,800,48,No
1524,25,41847.64,19567.95,687,36,Yes
1525,33,66436.99,24036.62,647,60,No
1526,37,49249.37,26563.83,553,48,Yes
1527,60,76503.92,16689.13,630,36,No
1528,52,59730.97,19335.43,657,48,Yes
1529,49,60113.91,13930.22,783,36,Yes
1530,23,85933.2,20697.91,648,24,Yes
1531,60,43859.36,27748.07,795,24,No
1532,54,63237.29,20809.14,600,12,Yes
1533,60,57298.11,29306.6,626,60,Yes
1534,47,67986.17,27614.25,759,48,Yes
1535,33,88939.96,31661.58,638,48,Yes
1536,53,50921.38,21033.86,757,36,Yes
1537,26,42039.03,15740.56,622,60,Yes
1538,44,47860.09,24969.87,629,48,Yes
1539,39,56507.73,17016.78,725,60,No
1540,36,60963.46,24718.81,623,60,Yes
1541,60,61717.93,14697.57,661,24,Yes
1542,48,87039.91,13372.75,708,48,No
1543,53,84372.59,29731.57,662,48,Yes
1544,61,79544.2,11899.4,641,12,Yes
1545,33,97716.58,28177.98,595,60,Yes
1546,63,72361.48,24688.25,781,36,No
1547,45,76625.33,20754.38,795,24,No
1548,62,72071.56,4858.84,703,12,No
1549,56,69613.58,31885.27,664,24,No
1550,47,65915.95,12521.28,668,36,Yes
1551,58,54047.14,27625.23,738,12,No
1552,27,41298.33,14472.47,752,24,No
1553,25,58040.19,13830.69,642,36,Yes
1554,63,68486.61,25348.93,755,12,No
1555,51,61083.93,24307.72,723,36,No
1556,43,44019.96,10839.22,754,12,No
1557,62,57511.75,31494.07,568,48,Yes
1558,30,56729.96,18351.63,651,48,No
1559,52,59064.68,20551.43,668,24,Yes
1560,63,67363.73,17623.38,647,60,No
1561,50,70593.87,11177.89,814,60,No
1562,59,52499.23,25881.8,651,36,No
1563,51,74716.82,22316.41,713,12,Yes
1564,38,76974.57,13559.32,691,48,No
1565,56,64804.53,27553.07,660,60,Yes
1566,22,69971.25,20438.7,630,48,No
1567,34,74763.47,20611.02,824,36,No
1568,33,43535.33,34212.15,664,36,Yes
1569,49,75820.97,7136.0,741,12,No
1570,32,48149.09,7030.37,679,60,No
1571,59,49609.48,8831.96,648,36,Yes
1572,22,62944.34,22909.07,688,36,Yes
1573,52,27839.4,17127.65,702,48,No
1574,33,62634.3,17763.63,647,24,Yes
1575,47,74726.71,12460.67,626,60,Yes
1576,61,35311.14,33322.01,713,12,Yes
1577,37,76335.14,36008.14,688,12,Yes
1578,60,49518.19,27191.24,634,48,Yes
1579,51,63102.93,7941.71,614,12,Yes
1580,54,51696.38,16104.83,704,36,No
1581,44,68593.78,26619.69,546,60,Yes
1582,55,75374.21,19633.37,662,12,Yes
1583,26,69705.16,27217.76,689,60,Yes
1584,39,59940.28,29982.52,802,12,No
1585,50,52862.17,35257.57,681,24,Yes
1586,27,58960.47,14761.08,659,24,No
1587,30,69839.57,20650.28,700,60,No
1588,61,70354.0,16473.89,630,24,Yes
1589,52,68262.4,3993.74,665,24,Yes
1590,54,40761.34,25612.7,682,36,No
1591,48,59654.66,24507.53,724,12,No
1592,35,50498.57,15625.39,633,24,Yes
1593,50,69973.94,7215.56,680,60,Yes
1594,57,48525.42,16927.01,555,36,Yes
1595,49,66780.81,25849.01,716,24,Yes
1596,42,55767.18,30698.66,664,60,No
1597,24,31813.56,14299.37,812,12,Yes
1598,40,73964.39,28861.57,705,24,No
1599,52,59620.69,24979.77,619,60,Yes
1600,56,79139.66,23305.87,603,60,Yes
1601,24,35020.36,9651.58,726,48,No
1602,47,55627.18,9999.24,806,60,No
1603,37,56753.93,13353.71,784,48,No
1604,32,64053.09,17388.9,595,12,Yes
1605,42,40122.19,34405.97,694,12,No
1606,37,68160.57,14702.12,759,36,Yes
1607,30,88674.94,26170.01,586,48,No
1608,21,67118.06,16281.89,753,60,No
1609,42,61393.09,23781.66,631,36,Yes
1610,46,39338.14,19496.15,665,36,No
1611,38,48386.31,21416.19,699,12,No
1612,34,59162.33,22956.92,755,60,No
1613,49,52053.35,18004.34,787,48,No
1614,32,75393.85,22995.71,657,12,No
1615,56,68005.55,29871.33,646,36,No
1616,55,100385.68,13967.08,642,24,Yes
1617,32,45287.12,29486.93,735,36,No
1618,27,60496.72,17878.38,750,24,No
1619,49,39247.61,17032.06,743,12,No
1620,31,26663.39,25596.47,699,48,Yes
1621,53,70840.81,17270.73,706,60,No
1622,26,67449.23,22553.35,664,24,No
1623,35,47181.14,21805.98,670,60,No
1624,52,61395.44,3332.1,740,12,No
1625,31,50560.99,23340.68,699,12,Yes
1626,43,52586.89,8471.19,647,12,No
1627,46,55195.73,9080.95,757,48,No
1628,54,46551.52,22931.71,637,24,Yes
1629,54,49250.25,24292.72,690,60,Yes
1630,49,49673.47,29640.4,593,36,Yes
1631,24,66343.18,11285.06,614,12,No
1632,37,20000.0,14069.77,681,60,Yes
1633,55,56585.56,23714.93,631,60,Yes
1634,33,43684.77,29794.22,664,48,No
1635,61,44226.71,21537.4,765,24,No
1636,59,52115.2,12976.01,671,48,No
1637,35,59784.9,32051.34,743,48,No
1638,49,56783.82,17901.07,625,60,Yes
1639,49,44039.09,18150.39,718,24,No
1640,31,70825.45,8513.22,610,24,Yes
1641,52,46460.94,25792.7,663,24,No
1642,22,48979.41,26820.84,721,12,No
1643,34,64267.38,14353.35,681,24,No
1644,40,64805.53,34009.66,746,60,No
1645,42,50824.51,15302.97,727,12,Yes
1646,31,20000.0,25002.04,658,36,No
1647,47,46717.64,21789.19,771,48,No
1648,23,62428.32,3795.55,711,24,No
1649,37,70329.12,24351.23,663,36,Yes
1650,64,58810.55,23633.0,690,24,Yes
1651,48,52815.21,5868.94,686,48,Yes
1652,49,94398.17,32202.67,694,60,No
1653,41,54412.71,23665.51,670,60,No
1654,36,69183.49,29915.21,706,48,No
1655,57,39974.22,6271.14,735,36,No
1656,40,43647.48,16716.54,710,12,Yes
1657,26,69709.88,29444.82,707,12,No
1658,39,75668.42,7453.67,673,24,No
1659,25,54154.25,16951.12,618,48,Yes
1660,23,32270.46,23252.01,601,48,Yes
1661,21,57486.64,4843.36,630,12,Yes
1662,58,62841.09,9428.88,651,36,Yes
1663,35,61482.27,31056.67,797,48,No
1664,54,51549.16,20478.36,768,60,No
1665,55,57706.74,29413.6,638,60,No
1666,45,48753.35,21456.76,711,48,No
1667,44,43322.43,39647.17,675,36,Yes
1668,32,71335.03,23509.86,697,60,Yes
1669,38,61466.97,30158.23,642,36,No
1670,35,57739.75,18031.31,837,12,Yes
1671,64,52392.78,21685.84,811,24,No
1672,36,57297.4,25134.97,660,12,No
1673,47,62404.75,26462.45,638,24,Yes
1674,28,85930.22,19688.07,745,60,No
1675,45,69818.05,20021.96,595,24,Yes
1676,37,50005.36,24015.36,739,24,No
1677,49,50163.54,24010.1,689,48,Yes
1678,28,47824.78,11799.53,580,24,Yes
1679,35,56992.19,21799.69,669,48,Yes
1680,47,47813.23,22566.19,634,24,Yes
1681,27,67122.36,12189.45,691,48,No
1682,23,20347.26,27247.41,684,60,No
1683,49,68027.52,23301.96,586,60,Yes
1684,64,64130.66,38645.19,657,24,No
1685,44,78941.14,19791.89,720,36,No
1686,23,73151.84,29088.89,732,60,Yes
1687,40,49744.53,24313.0,655,12,No
1688,35,71464.47,35371.52,712,12,No
1689,45,57478.99,12240.15,699,48,No
1690,50,30985.4,16037.49,676,36,Yes
1691,34,62382.48,12514.34,712,48,No
1692,27,50636.2,19376.66,615,24,Yes
1693,37,60003.32,11002.21,680,60,Yes
1694,64,84771.75,7791.33,568,36,Yes
1695,40,63371.8,3000.0,676,48,Yes
1696,56,44739.98,3000.0,780,48,No
1697,29,74466.23,25251.13,658,12,Yes
1698,58,65438.14,16356.49,773,24,No
1699,42,42972.57,10129.98,659,48,No
1700,22,35906.43,14727.36,604,12,Yes
1701,44,45339.94,15776.78,727,36,No
1702,28,72544.53,12283.2,712,48,No
1703,31,55475.97,32844.4,842,12,No
1704,33,61217.14,31334.63,611,24,Yes
1705,37,39922.05,32707.92,705,60,No
1706,28,72948.28,21433.57,707,36,No
1707,41,29772.25,22243.72,754,48,Yes
1708,38,50169.34,14779.09,717,12,No
1709,50,66276.96,13223.43,660,48,Yes
1710,38,43160.53,20173.8,605,60,Yes
1711,51,69211.94,25218.85,704,48,Yes
1712,58,46962.09,29566.15,706,48,Yes
1713,52,41608.94,15632.09,724,12,Yes
1714,31,79297.23,9978.13,660,60,No
1715,45,62308.95,25871.88,699,36,Yes
1716,53,67785.54,5454.85,572,12,Yes
1717,58,75273.14,19686.32,608,60,Yes
1718,61,20710.52,20714.44,745,60,No
1719,28,69521.74,16969.7,693,48,No
1720,31,48584.62,7638.04,713,24,Yes
1721,42,50560.91,17075.11,638,24,Yes
1722,44,66561.62,33140.34,629,36,Yes
1723,61,54554.39,24733.77,650,48,Yes
1724,37,68917.82,29293.72,697,24,Yes
1725,32,59387.36,10262.39,728,12,No
1726,52,62523.14,22045.66,663,36,Yes
1727,35,52646.68,20706.72,564,48,Yes
1728,36,44026.0,20861.64,708,12,No
1729,42,48895.24,24446.77,699,24,Yes
1730,48,58457.64,21178.58,714,24,Yes
1731,40,87558.58,10484.33,740,24,No
1732,53,82078.6,24906.03,734,24,No
1733,30,50200.56,26727.07,775,60,Yes
1734,60,60903.87,30555.83,682,36,No
1735,52,55684.16,30909.22,650,36,No
1736,53,61954.0,23811.46,753,24,No
1737,22,63883.69,10857.3,744,36,No
1738,53,67912.73,7764.93,664,12,Yes
1739,53,20000.0,18183.25,757,12,Yes
1740,61,65497.48,27355.77,685,36,Yes
1741,33,54016.18,26840.28,769,24,No
1742,50,49425.93,22191.99,801,48,No
1743,53,71913.85,19707.53,850,24,No
1744,33,82002.37,35229.88,684,60,Yes
1745,46,70335.05,24592.26,779,48,No
1746,42,52221.73,19301.82,740,60,No
1747,59,43859.92,14836.47,746,36,No
1748,22,20000.0,11931.16,710,60,No
1749,58,62737.74,11143.49,747,36,No
1750,59,68685.24,11932.05,584,60,Yes
1751,46,58472.05,22247.62,678,48,No
1752,35,74006.19,19855.44,634,60,Yes
1753,54,40197.15,17392.68,628,24,Yes
1754,62,57431.42,25891.82,580,36,Yes
1755,64,56245.49,34473.4,643,12,No
1756,60,58348.37,13413.22,668,60,No
1757,31,77518.97,14605.71,693,36,No
1758,23,58427.37,3000.0,679,12,Yes
1759,26,55578.11,19789.35,754,36,No
1760,29,45949.6,18979.04,617,36,Yes
1761,26,79928.69,27142.32,544,12,Yes
1762,29,38532.06,19305.5,717,12,No
1763,59,51705.01,15295.13,677,48,No
1764,51,85409.06,21541.49,675,60,No
1765,52,67023.65,24456.55,630,60,Yes
1766,61,59697.35,7058.17,744,36,No
1767,32,60325.38,28055.13,651,24,Yes
1768,28,45804.33,30450.42,618,24,No
1769,28,58972.09,24379.64,797,36,No
1770,48,54752.01,12523.56,728,48,No
1771,40,62694.43,17391.79,677,12,No
1772,27,37406.38,29463.0,509,36,Yes
1773,31,65967.78,12174.23,664,60,Yes
1774,40,75249.45,25029.15,678,24,No
1775,36,56942.65,19593.82,782,24,No
1776,24,69706.48,21281.55,558,24,Yes
1777,26,64655.19,13313.83,789,48,No
1778,42,50883.9,22645.31,711,60,Yes
1779,46,44122.11,22072.61,595,48,Yes
1780,23,46224.17,7925.13,745,12,No
1781,61,64393.39,19964.45,663,36,Yes
1782,62,59157.82,24911.18,564,36,Yes
1783,34,79126.4,16917.73,649,24,Yes
1784,31,71863.05,3000.0,698,24,Yes
1785,38,71831.77,19081.47,684,12,Yes
1786,32,63946.21,31731.74,725,48,No
1787,43,45567.02,17244.24,757,60,No
1788,32,64880.09,31429.21,603,12,Yes
1789,33,60957.8,13501.14,679,36,No
1790,45,42924.28,10712.23,637,36,No
1791,39,78149.24,19959.18,593,48,Yes
1792,56,76534.34,13419.37,676,12,No
1793,28,42837.76,22638.86,710,60,No
1794,49,50433.08,17019.43,714,12,No
1795,52,51750.75,31791.34,652,12,No
1796,64,69147.77,16466.66,609,48,Yes
1797,38,67420.88,20717.9,635,60,Yes
1798,26,60666.11,24770.69,549,36,Yes
1799,38,64107.86,27650.53,597,24,Yes
1800,39,40685.52,31837.14,603,60,Yes
1801,42,65720.42,18121.09,739,36,Yes
1802,57,58486.72,16805.54,739,48,Yes
1803,52,49814.35,4688.67,829,60,No
1804,61,37012.41,36333.69,697,60,Yes
1805,23,60404.42,22887.71,646,36,Yes
1806,48,65354.4,26014.46,681,36,No
1807,30,34462.77,24445.83,668,12,Yes
1808,55,60277.29,20396.28,636,12,Yes
1809,49,61833.6,22802.82,702,60,No
1810,35,51686.56,15522.7,694,24,No
1811,53,65697.57,17583.21,674,48,No
1812,27,58010.06,12398.35,659,36,No
1813,32,64247.57,32457.95,724,12,No
1814,50,68013.7,24491.85,641,48,No
1815,41,68022.1,35809.38,652,60,Yes
1816,51,75252.31,38371.07,713,36,No
1817,44,65074.88,8766.75,751,36,No
1818,40,52844.39,27881.83,744,12,No
1819,57,50283.15,9136.29,662,24,No
1820,24,44050.37,21419.34,591,36,Yes
1821,48,62267.69,22517.84,660,24,Yes
1822,64,79819.68,9702.67,685,48,No
1823,40,54623.21,14099.85,602,36,Yes
1824,44,66744.12,22882.81,658,36,Yes
1825,52,48715.8,21410.41,764,24,No
1826,61,62922.07,11853.03,690,12,Yes
1827,56,78890.21,14415.75,642,60,Yes
1828,54,70293.72,8068.48,682,48,Yes
1829,56,36437.82,10376.61,686,36,Yes
1830,22,68560.42,17028.64,654,12,Yes
1831,35,69243.39,27899.62,734,36,No
1832,54,62602.3,28913.86,552,48,Yes
1833,56,70012.83,34667.49,713,60,No
1834,26,47497.47,23394.11,640,36,No
1835,59,60948.95,21506.26,753,24,No
1836,62,76652.61,23961.17,591,12,Yes
1837,32,75299.24,23884.45,746,60,No
1838,23,68220.67,7067.89,625,36,Yes
1839,38,46755.07,35110.99,703,60,No
1840,60,44393.04,4552.49,647,24,Yes
1841,41,61718.16,29190.1,759,36,No
1842,35,62711.61,20451.1,667,60,No
1843,53,58494.42,11284.02,629,36,No
1844,55,47928.23,24251.0,778,36,No
1845,46,66554.42,19054.89,660,60,Yes
1846,28,61652.48,14539.7,717,36,Yes
1847,56,64347.36,8948.18,746,24,No
1848,50,68901.51,8275.94,618,60,Yes
1849,43,55895.25,15112.71,710,60,Yes
1850,62,52668.62,16904.1,719,24,No
1851,64,76613.48,10315.66,572,24,Yes
1852,34,48639.62,20307.84,703,24,No
1853,34,52962.39,11454.91,655,36,Yes
1854,22,78513.72,22881.77,793,36,No
1855,57,51794.64,29851.03,741,48,No
1856,25,58520.74,22314.99,711,36,Yes
1857,58,53820.45,19249.32,537,24,Yes
1858,61,33251.68,15720.82,711,48,No
1859,34,58150.39,31568.79,627,24,Yes
1860,59,44840.67,18451.87,741,12,No
1861,45,63818.71,39921.79,669,60,Yes
1862,40,76584.58,10535.71,644,12,Yes
1863,22,26787.39,22319.26,649,24,Yes
1864,59,53896.25,31301.79,654,36,No
1865,26,66784.85,14478.91,586,60,Yes
1866,37,27249.77,18111.01,595,36,Yes
1867,45,80043.98,25009.17,657,36,Yes
1868,48,65698.38,23103.12,789,60,No
1869,22,76248.19,24477.59,730,60,No
1870,55,51540.78,29282.07,736,12,No
1871,57,53350.19,17225.97,764,24,No
1872,25,57585.95,31496.21,700,36,No
1873,21,92073.14,6239.88,648,24,No
1874,60,79771.58,28619.5,651,24,Yes
1875,32,61985.22,29177.65,622,48,Yes
1876,56,63816.03,13804.24,737,12,No
1877,43,69523.56,8394.91,614,36,Yes
1878,51,95873.32,18142.66,826,60,No
1879,31,65740.8,23230.43,617,60,Yes
1880,30,60689.39,17319.21,766,24,No
1881,23,54921.02,24015.54,766,12,Yes
1882,34,63523.73,35501.95,724,12,Yes
1883,36,51194.67,9082.3,793,36,No
1884,30,67441.39,4367.16,666,36,Yes
1885,49,38511.05,19445.62,689,24,No
1886,30,56092.49,14558.65,696,24,No
1887,32,71019.49,16157.48,721,24,No
1888,50,65536.85,30135.31,553,48,Yes
1889,61,53060.63,19035.07,673,12,Yes
1890,21,56519.63,19768.04,740,24,No
1891,25,75530.02,16505.62,654,12,Yes
1892,40,41843.97,19689.59,817,60,No
1893,28,41931.1,22148.01,689,60,No
1894,63,46055.49,42276.71,716,12,No
1895,32,59839.83,22237.26,789,60,No
1896,21,39648.93,29301.56,689,60,Yes
1897,40,74295.02,21491.2,787,60,No
1898,48,46135.61,3777.69,721,36,No
1899,63,63365.33,15463.43,721,36,No
1900,57,51313.9,22231.29,618,12,Yes
1901,57,59017.54,25787.32,757,12,No
1902,32,35949.81,21681.83,638,48,Yes
1903,57,75019.74,27362.81,667,36,Yes
1904,64,45577.53,8320.12,768,12,No
1905,48,44006.75,20390.34,654,36,No
1906,35,95685.14,30623.7,704,48,No
1907,26,68314.61,12227.52,676,12,No
1908,64,74436.25,28964.73,679,12,No
1909,40,66883.37,28551.26,670,12,No
1910,34,53212.79,10103.8,607,12,Yes
1911,22,40397.25,22703.03,718,24,No
1912,29,55517.69,21270.51,724,36,No
1913,57,45327.61,18589.1,639,36,No
1914,40,46228.27,7784.89,649,36,Yes
1915,46,36252.19,17895.52,744,48,No
1916,49,61717.14,18749.63,662,24,Yes
1917,21,83601.18,6413.59,686,36,Yes
1918,55,68372.05,9558.79,618,36,Yes
1919,26,58413.14,12584.04,676,12,No
1920,57,59391.42,11613.75,619,12,No
1921,25,20000.0,22610.16,638,12,No
1922,53,53642.47,27292.08,627,36,Yes
1923,34,38599.86,17515.65,740,12,Yes
1924,32,62016.19,26130.32,587,36,Yes
1925,62,56100.36,27619.91,699,48,No
1926,40,46960.43,19317.66,664,48,No
1927,44,61678.45,23264.35,778,60,No
1928,63,61549.19,18213.24,735,24,No
1929,54,82779.36,11017.36,593,12,Yes
1930,45,70296.26,14025.92,641,12,Yes
1931,49,63254.59,22609.19,679,24,Yes
1932,59,45787.28,19029.36,641,24,Yes
1933,51,43898.41,25897.38,744,60,No
1934,63,68982.72,4904.1,692,24,No
1935,43,56998.96,6827.43,666,36,No
1936,64,63740.48,7774.2,749,12,No
1937,58,74670.01,21333.23,598,24,Yes
1938,40,37302.92,8975.18,661,36,Yes
1939,43,80955.53,22561.03,697,24,No
1940,36,74540.73,26024.08,670,36,Yes
1941,62,29183.4,32130.0,463,48,Yes
1942,28,95296.39,31247.26,704,36,No
1943,41,64820.64,14436.64,715,60,No
1944,21,52821.93,6642.9,609,36,No
1945,28,67785.93,14944.46,527,24,Yes
1946,49,45337.88,27814.69,633,48,No
1947,52,68191.93,16882.48,666,48,Yes
1948,58,48097.55,19805.44,672,36,No
1949,25,90305.39,15542.71,542,24,Yes
1950,42,60901.5,32649.62,694,48,No
1951,54,69747.35,11884.31,752,36,No
1952,21,48209.02,20534.12,747,36,No
1953,46,72247.44,28865.91,766,36,No
